id_ep_referencia,titulo_referencia,fragmento_id_ref,id_ep_similar,titulo_similar,fragmento_id_sim,similaridade
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,36,0.7839691982881067
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,0.7777521561258482
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,0.7680722450418445
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,30,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,0.7103165172181769
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,30,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,28,0.7003961289655278
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,30,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,0.7000385282247359
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.809059551896667
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.784056890371297
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,23,0.7795112916609434
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.8130254970550285
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7831211221646749
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.7788140691825387
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,33,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.7785144883750822
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,33,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.7750928786793109
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,33,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,10,0.7626097132404693
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,0.7993854065833681
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,ep109,El amor es una distracción (Y quizás está bien),16,0.797480048959242
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.7917580211077769
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,0.8612707589730716
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,ep109,El amor es una distracción (Y quizás está bien),11,0.8239865443023932
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,15,0.8133664519957285
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,36,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,0.7870440499317115
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,36,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,27,0.7851307566195399
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,36,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,0.7839691982881067
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,37,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.7683495123585982
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,37,ep109,El amor es una distracción (Y quizás está bien),8,0.7520003098178425
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,37,ep109,El amor es una distracción (Y quizás está bien),16,0.7488376148384971
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,38,ep109,El amor es una distracción (Y quizás está bien),17,0.7972113062071481
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,38,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7846381783366588
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,38,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,9,0.7789488220716106
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,39,ep109,El amor es una distracción (Y quizás está bien),8,0.7787003373071988
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,39,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,0.7692147066517354
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,39,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,12,0.7553480430748262
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,ep109,El amor es una distracción (Y quizás está bien),18,0.8417566262468282
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,ep111,El Mito de Taiwán (y el cambio de perspectiva),10,0.808158073783682
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,ep109,El amor es una distracción (Y quizás está bien),11,0.8035115122292701
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,41,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.7885595351256812
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,41,ep109,El amor es una distracción (Y quizás está bien),11,0.7650054518541495
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,41,ep109,El amor es una distracción (Y quizás está bien),8,0.7639804085298232
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.805248999683315
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,27,0.7926864444610524
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,0.7901174991162184
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,43,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.8061859600392279
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,43,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,0.7815296442642933
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,43,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,0.7781496277930443
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,44,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,5,0.7579841004109672
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,44,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,0.753959836651225
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,44,ep109,El amor es una distracción (Y quizás está bien),16,0.7537342216503119
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7993854065833681
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,0.7894271592708404
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,0.780425474011721
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.8254981405219128
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,13,0.7972336972153156
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,0.7897530958959124
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,47,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,18,0.7624502202001224
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,47,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,16,0.7529422852163717
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,47,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.7409984298012852
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,0.8130254970550285
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,43,0.8061859600392279
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,0.7866723147694121
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,49,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.7896995328294131
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,49,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.7695408482360024
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,49,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.7586021703829035
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.7923662170538751
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,0.7755494654542072
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,0.7693993888841385
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,51,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7609646145214815
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,51,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.7542313229191243
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,51,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,5,0.7394952105708301
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,ep109,El amor es una distracción (Y quizás está bien),2,0.8041897114607601
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.7724566394060012
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,50,0.7693993888841385
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.8101493488807902
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,54,0.8036912549566652
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,ep109,El amor es una distracción (Y quizás está bien),17,0.798109350198613
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,54,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,0.8036912549566652
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,54,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7862631600663292
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,54,ep109,El amor es una distracción (Y quizás está bien),2,0.785895600194447
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,46,0.8254981405219128
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,0.8101493488807902
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,0.809059551896667
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,56,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.7788782448406095
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,56,ep111,El Mito de Taiwán (y el cambio de perspectiva),8,0.77601360310902
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,56,ep109,El amor es una distracción (Y quizás está bien),10,0.7454766896092162
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,57,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7836476024961964
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,57,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,0.7828714173476219
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,57,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7755342946155521
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,58,ep111,El Mito de Taiwán (y el cambio de perspectiva),8,0.7948305575674798
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,58,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7672428459125499
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,58,ep109,El amor es una distracción (Y quizás está bien),8,0.7644688242787147
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,59,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,12,0.8113015963560009
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,59,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.7681678799228673
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,59,ep109,El amor es una distracción (Y quizás está bien),8,0.7598055335908332
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,60,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,2,0.795647040976776
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,60,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7736326190187522
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,60,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.770849671679863
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,61,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,8,0.7750644836446696
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,61,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,42,0.7621670385194478
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,61,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,45,0.7609291602220789
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,62,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,0.7709708704659699
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,62,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,48,0.7702645921228515
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,62,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,0.7663044626673714
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,63,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,2,0.7647912743779745
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,63,ep109,El amor es una distracción (Y quizás está bien),8,0.7563665229899698
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,63,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,60,0.7540606252391799
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,64,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,20,0.7125926042450225
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,64,ep111,El Mito de Taiwán (y el cambio de perspectiva),16,0.7032475544084922
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,64,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,57,0.7007494319325351
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,ep109,El amor es una distracción (Y quizás está bien),19,0.8703333028314277
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.8612707589730716
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,18,0.8543618778379373
ep109,El amor es una distracción (Y quizás está bien),1,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.7857913607947086
ep109,El amor es una distracción (Y quizás está bien),1,ep109,El amor es una distracción (Y quizás está bien),16,0.7727326536500554
ep109,El amor es una distracción (Y quizás está bien),1,ep109,El amor es una distracción (Y quizás está bien),19,0.7727241640314234
ep109,El amor es una distracción (Y quizás está bien),2,ep109,El amor es una distracción (Y quizás está bien),4,0.8198642394474477
ep109,El amor es una distracción (Y quizás está bien),2,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,16,0.8042146666030003
ep109,El amor es una distracción (Y quizás está bien),2,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,52,0.8041897114607601
ep109,El amor es una distracción (Y quizás está bien),3,ep109,El amor es una distracción (Y quizás está bien),18,0.7668777372614918
ep109,El amor es una distracción (Y quizás está bien),3,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,0.7342752245914778
ep109,El amor es una distracción (Y quizás está bien),3,ep111,El Mito de Taiwán (y el cambio de perspectiva),15,0.7334985449099365
ep109,El amor es una distracción (Y quizás está bien),4,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,16,0.8278176394576318
ep109,El amor es una distracción (Y quizás está bien),4,ep109,El amor es una distracción (Y quizás está bien),2,0.8198642394474477
ep109,El amor es una distracción (Y quizás está bien),4,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.8091105709701932
ep109,El amor es una distracción (Y quizás está bien),5,ep109,El amor es una distracción (Y quizás está bien),16,0.7751315214081131
ep109,El amor es una distracción (Y quizás está bien),5,ep109,El amor es una distracción (Y quizás está bien),4,0.7713645841470657
ep109,El amor es una distracción (Y quizás está bien),5,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7694251940551418
ep109,El amor es una distracción (Y quizás está bien),6,ep111,El Mito de Taiwán (y el cambio de perspectiva),5,0.7029422288558173
ep109,El amor es una distracción (Y quizás está bien),6,ep109,El amor es una distracción (Y quizás está bien),7,0.6974292041030153
ep109,El amor es una distracción (Y quizás está bien),6,ep111,El Mito de Taiwán (y el cambio de perspectiva),16,0.6871435107822748
ep109,El amor es una distracción (Y quizás está bien),7,ep109,El amor es una distracción (Y quizás está bien),4,0.7832407929933631
ep109,El amor es una distracción (Y quizás está bien),7,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,16,0.783122465492537
ep109,El amor es una distracción (Y quizás está bien),7,ep109,El amor es una distracción (Y quizás está bien),2,0.7806131066372292
ep109,El amor es una distracción (Y quizás está bien),8,ep111,El Mito de Taiwán (y el cambio de perspectiva),8,0.8018863181503971
ep109,El amor es una distracción (Y quizás está bien),8,ep109,El amor es una distracción (Y quizás está bien),16,0.7970630807815926
ep109,El amor es una distracción (Y quizás está bien),8,ep111,El Mito de Taiwán (y el cambio de perspectiva),9,0.7882308459260936
ep109,El amor es una distracción (Y quizás está bien),9,ep109,El amor es una distracción (Y quizás está bien),10,0.8026614381093952
ep109,El amor es una distracción (Y quizás está bien),9,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,55,0.7934567546409701
ep109,El amor es una distracción (Y quizás está bien),9,ep109,El amor es una distracción (Y quizás está bien),4,0.788303308840388
ep109,El amor es una distracción (Y quizás está bien),10,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.8110350076852586
ep109,El amor es una distracción (Y quizás está bien),10,ep109,El amor es una distracción (Y quizás está bien),9,0.8026614381093952
ep109,El amor es una distracción (Y quizás está bien),10,ep109,El amor es una distracción (Y quizás está bien),2,0.7966201792112969
ep109,El amor es una distracción (Y quizás está bien),11,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.8239865443023932
ep109,El amor es una distracción (Y quizás está bien),11,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,0.8081090369807151
ep109,El amor es una distracción (Y quizás está bien),11,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,0.8035115122292701
ep109,El amor es una distracción (Y quizás está bien),12,ep109,El amor es una distracción (Y quizás está bien),14,0.702560134853359
ep109,El amor es una distracción (Y quizás está bien),12,ep109,El amor es una distracción (Y quizás está bien),15,0.6541189042127499
ep109,El amor es una distracción (Y quizás está bien),12,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,26,0.6197527137129767
ep109,El amor es una distracción (Y quizás está bien),13,ep109,El amor es una distracción (Y quizás está bien),7,0.696322340497821
ep109,El amor es una distracción (Y quizás está bien),13,ep109,El amor es una distracción (Y quizás está bien),14,0.6565493929130516
ep109,El amor es una distracción (Y quizás está bien),13,ep109,El amor es una distracción (Y quizás está bien),4,0.6509244100150349
ep109,El amor es una distracción (Y quizás está bien),14,ep109,El amor es una distracción (Y quizás está bien),9,0.7196657738384887
ep109,El amor es una distracción (Y quizás está bien),14,ep109,El amor es una distracción (Y quizás está bien),4,0.715307334618568
ep109,El amor es una distracción (Y quizás está bien),14,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,28,0.7134179125046672
ep109,El amor es una distracción (Y quizás está bien),15,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,7,0.7580783950012644
ep109,El amor es una distracción (Y quizás está bien),15,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,49,0.736822049638311
ep109,El amor es una distracción (Y quizás está bien),15,ep109,El amor es una distracción (Y quizás está bien),14,0.7023113878007345
ep109,El amor es una distracción (Y quizás está bien),16,ep109,El amor es una distracción (Y quizás está bien),17,0.8348015910564703
ep109,El amor es una distracción (Y quizás está bien),16,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,0.8052314544847669
ep109,El amor es una distracción (Y quizás está bien),16,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,17,0.7994511205385921
ep109,El amor es una distracción (Y quizás está bien),17,ep109,El amor es una distracción (Y quizás está bien),16,0.8348015910564703
ep109,El amor es una distracción (Y quizás está bien),17,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,28,0.8010911379406955
ep109,El amor es una distracción (Y quizás está bien),17,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,53,0.798109350198613
ep109,El amor es una distracción (Y quizás está bien),18,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,40,0.8417566262468282
ep109,El amor es una distracción (Y quizás está bien),18,ep111,El Mito de Taiwán (y el cambio de perspectiva),10,0.8266871372499077
ep109,El amor es una distracción (Y quizás está bien),18,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.7936400887300638
ep109,El amor es una distracción (Y quizás está bien),19,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,65,0.8703333028314277
ep109,El amor es una distracción (Y quizás está bien),19,ep112,Qué tal si...? El viaje de las posibilidades infinitas | Giovanni Stella,18,0.8093307766942766
ep109,El amor es una distracción (Y quizás está bien),19,ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,0.8055751442515935
